,precision,recall,f1-score,support
0.0,0.6470588235294118,0.6875,0.6666666666666666,16.0
1.0,0.5,0.45454545454545453,0.47619047619047616,11.0
accuracy,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926
macro avg,0.5735294117647058,0.5710227272727273,0.5714285714285714,27.0
weighted avg,0.5871459694989107,0.5925925925925926,0.5890652557319224,27.0
