,precision,recall,f1-score,support
0.0,0.5555555555555556,0.625,0.5882352941176471,16.0
1.0,0.3333333333333333,0.2727272727272727,0.3,11.0
accuracy,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.48148148148148145
macro avg,0.4444444444444444,0.44886363636363635,0.4441176470588235,27.0
weighted avg,0.46502057613168724,0.48148148148148145,0.4708061002178649,27.0
